n	N	estimacion	estimacion_se	estimacion_low	estimacion_upp	se	ind	des	mes	CLASE	nivel	periodicidad	trim	orden	indice
73471	50784855.9999967	0.546977721102537	0.00367084655086169	0.539782875540271	0.554172566664803	0.003294794978018079	prob	ratio	1	Nacional	nacional	Mensual	0	1	1
29130	22320774.9999902	0.559677952675479	0.00548986412058353	0.548917569605289	0.570438335745668	0.004981566710664962	prob	ratio	1	Nacional	13_ciudad	Mensual	0	2	2
57364	39291483.9999951	0.137043600682997	0.00330216351587384	0.130571342555615	0.143515858810379	0.0036939680568847185	tsd	ratio	1	Nacional	nacional	Mensual	0	1	3
23621	18018177.9999924	0.144974956666452	0.00495552527107629	0.13526180787814	0.154688105454764	0.006133183995662028	tsd	ratio	1	Nacional	13_ciudad	Mensual	0	2	4
73471	50784855.9999967	21491566.3770541	205462.877528138	21088859.9026452	21894272.851463	129457.38416207746	tot_pob	total	1	Nacional	nacional	Mensual	0	1	5
29130	22320774.9999902	10084376.9739781	147038.582211525	9796174.67316681	10372579.2747894	89758.75571163557	tot_pob	total	1	Nacional	13_ciudad	Mensual	0	2	6
73471	50784855.9999967	3413013.26806337	87750.4445652378	3241022.72367005	3585003.8124567	95483.36269467932	tot_deso	total	1	Nacional	nacional	Mensual	0	1	7
29130	22320774.9999902	1709870.51924316	63019.5344777261	1586349.36881198	1833391.66967435	75958.30229840084	tot_deso	total	1	Nacional	13_ciudad	Mensual	0	2	8
73471	50784855.9999967	0.633841665158806	0.00350517208244268	0.626971540937345	0.640711789380267	0.0030523031700680366	tgp	ratio	1	Nacional	nacional	Mensual	0	1	9
29130	22320774.9999902	0.654574923903307	0.00520273274658597	0.644377331369972	0.664772516436641	0.004646037396748559	tgp	ratio	1	Nacional	13_ciudad	Mensual	0	2	10
57364	39291483.9999951	14386904.3548776	157466.292414154	14078269.5807463	14695539.1290089	119929.52116987584	pffl	total	1	Nacional	nacional	Mensual	0	1	11
23621	18018177.9999924	6223930.50677115	110957.213316631	6006447.22031284	6441413.79322946	83713.12880927236	pffl	total	1	Nacional	13_ciudad	Mensual	0	2	12
74214	50830535.0000159	0.565166208269107	0.00357248228642687	0.558164157453539	0.572168259084674	0.0033915609853534838	prob	ratio	2	Nacional	nacional	Mensual	0	1	13
29732	22338997.0000084	0.576760662798773	0.00539911501575386	0.56617816100057	0.587343164596976	0.005231905792290283	prob	ratio	2	Nacional	13_ciudad	Mensual	0	2	14
58035	39338322.0000123	0.113531261063096	0.00286273057196048	0.107920295221615	0.119142226904577	0.00295214390329218	tsd	ratio	2	Nacional	nacional	Mensual	0	1	15
24154	18037882.0000062	0.115061571330487	0.00432373955878079	0.106586772824648	0.123536369836327	0.004523708306277382	tsd	ratio	2	Nacional	13_ciudad	Mensual	0	2	16
74214	50830535.0000159	22232690.2844162	203997.946344511	21832855.1356171	22632525.4332152	133418.31812447158	tot_pob	total	2	Nacional	nacional	Mensual	0	1	17
29732	22338997.0000084	10403540.7778096	148903.403176184	10111683.5887568	10695397.9668624	94372.49931644919	tot_pob	total	2	Nacional	13_ciudad	Mensual	0	2	18
74214	50830535.0000159	2847370.98325886	75224.3921292144	2699931.47928703	2994810.48723068	74841.74728643468	tot_deso	total	2	Nacional	nacional	Mensual	0	1	19
29732	22338997.0000084	1352690.43643558	53620.8370780779	1247591.24830118	1457789.62456997	53503.320782481365	tot_deso	total	2	Nacional	13_ciudad	Mensual	0	2	20
74214	50830535.0000159	0.63754781578297	0.00343624526748782	0.630812788972867	0.644282842593072	0.0031079245904137827	tgp	ratio	2	Nacional	nacional	Mensual	0	1	21
29732	22338997.0000084	0.651752307407332	0.00516852275519606	0.641621776534897	0.661882838279766	0.004693115544043614	tgp	ratio	2	Nacional	13_ciudad	Mensual	0	2	22
58035	39338322.0000123	14258260.7323373	154869.570004434	13954715.6220531	14561805.8426216	122260.53828941504	pffl	total	2	Nacional	nacional	Mensual	0	1	23
24154	18037882.0000062	6281650.78576098	110485.89379503	6065091.56083057	6498210.01069138	84653.86439582467	pffl	total	2	Nacional	13_ciudad	Mensual	0	2	24
73415	50871872.9999887	0.578801332997896	0.00361626937649363	0.571713458404968	0.585889207590824	0.0036096844139657993	prob	ratio	3	Nacional	nacional	Mensual	0	1	25
29613	22355569.9999974	0.59779289356299	0.00529614522317488	0.58741221536779	0.608173571758191	0.0053595316562188	prob	ratio	3	Nacional	13_ciudad	Mensual	0	2	26
57404	39380867.9999903	0.100325439547762	0.0026722589368044	0.0950877978365758	0.105563081258948	0.0027856224710770486	tsd	ratio	3	Nacional	nacional	Mensual	0	1	27
23935	18055840.9999975	0.104690653973699	0.00401637310898868	0.0968183092201308	0.112562998727266	0.0040971662568324175	tsd	ratio	3	Nacional	13_ciudad	Mensual	0	2	28
73415	50871872.9999887	22793698.8930086	212046.002465904	22378089.5130272	23209308.2729899	142152.5054280446	tot_pob	total	3	Nacional	nacional	Mensual	0	1	29
29613	22355569.9999974	10793653.4371018	153196.381268109	10493381.7739203	11093925.1002833	96770.85141915399	tot_pob	total	3	Nacional	13_ciudad	Mensual	0	2	30
73415	50871872.9999887	2541794.5120188	70198.4409158481	2404205.82765119	2679383.1963864	71766.7686439566	tot_deso	total	3	Nacional	nacional	Mensual	0	1	31
29613	22355569.9999974	1262127.60104757	50602.4189783057	1162944.62830469	1361310.57379045	49834.325681031165	tot_deso	total	3	Nacional	13_ciudad	Mensual	0	2	32
73415	50871872.9999887	0.643345225530164	0.00348467568046861	0.636515274094373	0.650175176965955	0.0034645594123269285	tgp	ratio	3	Nacional	nacional	Mensual	0	1	33
29613	22355569.9999974	0.667694240226807	0.00503111606879256	0.65783303086187	0.677555449591743	0.005000311460356133	tgp	ratio	3	Nacional	13_ciudad	Mensual	0	2	34
57404	39380867.9999903	14045374.5949629	156613.490094083	13738411.3224471	14352337.8674788	136437.35689500524	pffl	total	3	Nacional	nacional	Mensual	0	1	35
23935	18055840.9999975	6000059.96184815	105057.388141044	5794140.85126932	6205979.07242699	90284.8286786686	pffl	total	3	Nacional	13_ciudad	Mensual	0	2	36
72222	50917729.0000022	0.57679106217221	0.00363190474369234	0.569672540378742	0.583909583965678	0.0033784304262713723	prob	ratio	4	Nacional	nacional	Mensual	0	1	37
28948	22373993.0000039	0.58632507733411	0.00546031480122688	0.575622609476081	0.597027545192139	0.004957249170308398	prob	ratio	4	Nacional	13_ciudad	Mensual	0	2	38
56543	39428415.0000015	0.107247004834968	0.00285830070381999	0.101644718473357	0.11284929119658	0.00290850582195572	tsd	ratio	4	Nacional	nacional	Mensual	0	1	39
23459	18075901.0000023	0.110910596970193	0.00425920859269125	0.102562270776855	0.119258923163531	0.004276799144781403	tsd	ratio	4	Nacional	13_ciudad	Mensual	0	2	40
72222	50917729.0000022	22741957.3676176	212060.649654054	22326319.1660042	23157595.5692309	133206.15689565762	tot_pob	total	4	Nacional	nacional	Mensual	0	1	41
28948	22373993.0000039	10598354.0517101	154455.009492657	10295615.1374198	10901092.9660004	89606.74523482584	tot_pob	total	4	Nacional	13_ciudad	Mensual	0	2	42
72222	50917729.0000022	2732006.30518261	76132.8633069835	2582786.13425409	2881226.47611113	73986.85021540355	tot_deso	total	4	Nacional	nacional	Mensual	0	1	43
28948	22373993.0000039	1322105.25822364	53304.3502653069	1217626.28289435	1426584.23355294	51382.886495603685	tot_deso	total	4	Nacional	13_ciudad	Mensual	0	2	44
72222	50917729.0000022	0.646081352060417	0.00347939758733939	0.63926174381033	0.652900960310504	0.0029558337343246403	tgp	ratio	4	Nacional	nacional	Mensual	0	1	45
28948	22373993.0000039	0.659466950495701	0.00520601085024986	0.649262930064346	0.669670970927056	0.004452742316364976	tgp	ratio	4	Nacional	13_ciudad	Mensual	0	2	46
56543	39428415.0000015	13954451.3272013	155658.746553187	13649359.2591362	14259543.3952665	116543.8391479527	pffl	total	4	Nacional	nacional	Mensual	0	1	47
23459	18075901.0000023	6155441.6900686	110236.770194026	5939370.4420769	6371512.9380603	80487.32928912294	pffl	total	4	Nacional	13_ciudad	Mensual	0	2	48
71702	50962460.0000073	0.571686941700417	0.00355075196113578	0.564727478257816	0.578646405143017	0.0033948963955241296	prob	ratio	5	Nacional	nacional	Mensual	0	1	49
28813	22391902.0000049	0.583031943257883	0.0053051852857939	0.572633534339462	0.593430352176303	0.005158256280292088	prob	ratio	5	Nacional	13_ciudad	Mensual	0	2	50
56214	39475193.0000058	0.104751031896847	0.00274472654056744	0.0993713508959773	0.110130712897717	0.002882867312814336	tsd	ratio	5	Nacional	nacional	Mensual	0	1	51
23424	18095509.0000041	0.112178555365791	0.00428181892710188	0.103785910797566	0.120571199934016	0.004715764559144465	tsd	ratio	5	Nacional	13_ciudad	Mensual	0	2	52
71702	50962460.0000073	22567452.359207	203106.256066969	22169364.6922754	22965540.0261387	134014.1904283195	tot_pob	total	5	Nacional	nacional	Mensual	0	1	53
28813	22391902.0000049	10550259.7765129	147574.656474628	10261006.6135503	10839512.9394755	93341.27294433193	tot_pob	total	5	Nacional	13_ciudad	Mensual	0	2	54
71702	50962460.0000073	2640565.92761969	72205.595227011	2499043.17248676	2782088.68275262	74259.88256576625	tot_deso	total	5	Nacional	nacional	Mensual	0	1	55
28813	22391902.0000049	1333052.84256864	53733.7306055479	1227732.2414117	1438373.44372557	57042.43564427029	tot_deso	total	5	Nacional	13_ciudad	Mensual	0	2	56
71702	50962460.0000073	0.638578721751228	0.00342591795081224	0.631863932603185	0.645293510899271	0.0032431696186708105	tgp	ratio	5	Nacional	nacional	Mensual	0	1	57
28813	22391902.0000049	0.656699550097145	0.00505972562518319	0.646782253484235	0.666616846710055	0.004717703467781789	tgp	ratio	5	Nacional	13_ciudad	Mensual	0	2	58
56214	39475193.0000058	14267174.7131791	155046.100866591	13963283.3962253	14571066.0301328	128024.7466287639	pffl	total	5	Nacional	nacional	Mensual	0	1	59
23424	18095509.0000041	6212196.38092255	107611.574025452	6001270.67210606	6423122.08973905	85369.24556057696	pffl	total	5	Nacional	13_ciudad	Mensual	0	2	60
71777	51008937.0000037	0.583243168907536	0.00359506689744135	0.57619684844388	0.590289489371192	0.0033867749386341877	prob	ratio	6	Nacional	nacional	Mensual	0	1	61
29065	22410517.0000039	0.606863075809112	0.00527814665545437	0.596517667627066	0.617208483991157	0.004919479616359926	prob	ratio	6	Nacional	13_ciudad	Mensual	0	2	62
55959	39524262.0000026	0.0934230962066259	0.00261643502750613	0.0882948668618913	0.0985513255513606	0.0027711669265134344	tsd	ratio	6	Nacional	nacional	Mensual	0	1	63
23538	18116009.0000014	0.0883575916867172	0.00370315664486356	0.081099164777267	0.0956160185961673	0.0035527357467828396	tsd	ratio	6	Nacional	13_ciudad	Mensual	0	2	64
71777	51008937.0000037	23052255.8176132	212406.169829549	22635940.3542926	23468571.2809338	133859.78000961142	tot_pob	total	6	Nacional	nacional	Mensual	0	1	65
29065	22410517.0000039	10993936.9431264	153024.44952648	10694002.0425779	11293871.8436749	89121.3370052938	tot_pob	total	6	Nacional	13_ciudad	Mensual	0	2	66
71777	51008937.0000037	2375543.76690748	68914.0932965385	2240472.34829903	2510615.18551593	72097.3890250213	tot_deso	total	6	Nacional	nacional	Mensual	0	1	67
29065	22410517.0000039	1065546.9541479	46347.1775827859	974704.372181339	1156389.53611447	44082.632819810664	tot_deso	total	6	Nacional	13_ciudad	Mensual	0	2	68
71777	51008937.0000037	0.643346600235547	0.00346571597454991	0.636553807197378	0.650139393273716	0.003277370988442485	tgp	ratio	6	Nacional	nacional	Mensual	0	1	69
29065	22410517.0000039	0.665681050239783	0.0050656804176254	0.655752085574512	0.675610014905055	0.00491163636767021	tgp	ratio	6	Nacional	13_ciudad	Mensual	0	2	70
55959	39524262.0000026	14096462.4154819	155429.624108648	13791819.3607087	14401105.4702551	129535.66961839974	pffl	total	6	Nacional	nacional	Mensual	0	1	71
23538	18116009.0000014	6056525.1027271	107111.078871002	5846580.44962799	6266469.7558262	88979.24864144027	pffl	total	6	Nacional	13_ciudad	Mensual	0	2	72
72034	51046877.000002	0.585915520180597	0.00359362770254641	0.578872020958444	0.592959019402751	0.003177884416286775	prob	ratio	7	Nacional	nacional	Mensual	0	1	73
28879	22428608.0000007	0.604993129418199	0.0051989338622224	0.59480297919039	0.615183279646007	0.004396352362731963	prob	ratio	7	Nacional	13_ciudad	Mensual	0	2	74
56509	39565078.000002	0.0957285056410668	0.00270067786841556	0.0904351609051586	0.101021850376975	0.002707632668311227	tsd	ratio	7	Nacional	nacional	Mensual	0	1	75
23658	18136086.0000001	0.0978759191236773	0.00388613812140989	0.0902588386538972	0.105492999593457	0.0038336093981326484	tsd	ratio	7	Nacional	13_ciudad	Mensual	0	2	76
72034	51046877.000002	23181793.2573571	210605.216204221	22769007.6826397	23594578.8320744	125733.2448053695	tot_pob	total	7	Nacional	nacional	Mensual	0	1	77
28879	22428608.0000007	10972207.4245377	150356.234845649	10677502.2674096	11266912.5816658	79732.62453681005	tot_pob	total	7	Nacional	13_ciudad	Mensual	0	2	78
72034	51046877.000002	2454084.24400261	72094.8299879953	2312778.59940789	2595389.88859732	71558.72076680939	tot_deso	total	7	Nacional	nacional	Mensual	0	1	79
28879	22428608.0000007	1190429.24278117	49392.7140317816	1093617.24449814	1287241.2410642	47926.401677921014	tot_deso	total	7	Nacional	13_ciudad	Mensual	0	2	80
72034	51046877.000002	0.647942043773006	0.00345784190158044	0.641164684302281	0.65471940324373	0.0031278291491415723	tgp	ratio	7	Nacional	nacional	Mensual	0	1	81
28879	22428608.0000007	0.670631836842786	0.00495138635959927	0.660926891140963	0.68033678254461	0.004232617910512431	tgp	ratio	7	Nacional	13_ciudad	Mensual	0	2	82
56509	39565078.000002	13929200.4986423	155860.406366018	13623713.1722112	14234687.8250735	123752.80425645884	pffl	total	7	Nacional	nacional	Mensual	0	1	83
23658	18136086.0000001	5973449.3326813	104158.015609752	5769292.92812606	6177605.73723654	76763.12243019341	pffl	total	7	Nacional	13_ciudad	Mensual	0	2	84
72033	51093190.9999906	0.584653403209791	0.00360905327163239	0.577579669918118	0.591727136501465	0.003440562167503275	prob	ratio	8	Nacional	nacional	Mensual	0	1	85
29056	22447414.9999906	0.600325516440348	0.00521115018610139	0.590111424262193	0.610539608618504	0.004928844257452142	prob	ratio	8	Nacional	13_ciudad	Mensual	0	2	86
56564	39615052.9999935	0.0927737199927024	0.002665040333367	0.087550225146918	0.0979972148384868	0.0028553160107362644	tsd	ratio	8	Nacional	nacional	Mensual	0	1	87
23828	18157088.999993	0.0958205429085962	0.00393197871424486	0.088113614744254	0.103527471072938	0.004178342357131613	tsd	ratio	8	Nacional	13_ciudad	Mensual	0	2	88
72033	51093190.9999906	23161075.5547825	213769.701678152	22742087.5981908	23580063.5113742	136298.0526154374	tot_pob	total	8	Nacional	nacional	Mensual	0	1	89
29056	22447414.9999906	10900163.8309741	151718.075887451	10602789.4785059	11197538.1834424	89493.46384969786	tot_pob	total	8	Nacional	13_ciudad	Mensual	0	2	90
72033	51093190.9999906	2368471.00398362	70644.0071406755	2230008.96766622	2506933.04030103	74518.74253098293	tot_deso	total	8	Nacional	nacional	Mensual	0	1	91
29056	22447414.9999906	1155146.36821814	49525.3796408698	1058074.36400703	1252218.37242926	50329.76866314466	tot_deso	total	8	Nacional	13_ciudad	Mensual	0	2	92
72033	51093190.9999906	0.644440550382964	0.00347501528497089	0.63762953113213	0.651251569633797	0.003310579968128683	tgp	ratio	8	Nacional	nacional	Mensual	0	1	93
29056	22447414.9999906	0.663945096000629	0.00495874571888611	0.654225728096817	0.673664463904441	0.004268977722657531	tgp	ratio	8	Nacional	13_ciudad	Mensual	0	2	94
56564	39615052.9999935	14085506.4412274	156216.839504723	13779320.5100949	14391692.3723599	131148.8008981588	pffl	total	8	Nacional	nacional	Mensual	0	1	95
23828	18157088.999993	6101778.80080068	103820.586463271	5898283.85334495	6305273.74825641	77512.20844931141	pffl	total	8	Nacional	13_ciudad	Mensual	0	2	96
70992	51138654.0000062	0.582549947679997	0.00357604728252069	0.575540904298233	0.589558991061761	0.0032837814325279314	prob	ratio	9	Nacional	nacional	Mensual	0	1	97
28247	22466291.9999993	0.602260200025075	0.00526196981834329	0.591946486742474	0.612573913307676	0.004558747731697303	prob	ratio	9	Nacional	13_ciudad	Mensual	0	2	98
55724	39664566.0000043	0.092526741803295	0.00263935861452321	0.0873535816098695	0.0976999019967205	0.0026600675412531455	tsd	ratio	9	Nacional	nacional	Mensual	0	1	99
23073	18178298.9999982	0.0963542683702017	0.0039965419631359	0.0885207791126973	0.104187757627706	0.00377233453463467	tsd	ratio	9	Nacional	13_ciudad	Mensual	0	2	100
70992	51138654.0000062	23106590.8480523	211210.764681811	22692618.2980845	23520563.39802	130249.76536008368	tot_pob	total	9	Nacional	nacional	Mensual	0	1	101
28247	22466291.9999993	10948065.9918545	153180.430905581	10647824.9985752	11248306.9851339	82870.27933236516	tot_pob	total	9	Nacional	13_ciudad	Mensual	0	2	102
70992	51138654.0000062	2355967.56823514	69744.4629789787	2219268.60201988	2492666.53445041	68647.92559301612	tot_deso	total	9	Nacional	nacional	Mensual	0	1	103
28247	22466291.9999993	1167374.39440039	50655.0415597688	1068088.08280954	1266660.70599124	46817.14253127444	tot_deso	total	9	Nacional	13_ciudad	Mensual	0	2	104
70992	51138654.0000062	0.641947233616137	0.00344574280660907	0.635193586668578	0.648700880563696	0.0030866452197552898	tgp	ratio	9	Nacional	nacional	Mensual	0	1	105
28247	22466291.9999993	0.666478221436236	0.00500238833216586	0.65667330031975	0.676283142552722	0.004386234517917501	tgp	ratio	9	Nacional	13_ciudad	Mensual	0	2	106
55724	39664566.0000043	14202007.5837168	154770.017945086	13898657.33356	14505357.8338737	122430.44303757178	pffl	total	9	Nacional	nacional	Mensual	0	1	107
23073	18178298.9999982	6062858.61374328	104929.99629508	5857188.81061115	6268528.41687542	79734.28255082492	pffl	total	9	Nacional	13_ciudad	Mensual	0	2	108
69133	51182479.8866237	0.581221216220672	0.00368674454609619	0.573995203176953	0.588447229264392	0.0032413886330331597	prob	ratio	10	Nacional	nacional	Mensual	0	1	109
27936	22484608.0000075	0.607474353346754	0.0054987015522454	0.596696629366886	0.618252077326622	0.004370779802156159	prob	ratio	10	Nacional	13_ciudad	Mensual	0	2	110
54368	39712556.8866199	0.0923091238429166	0.0027606432662493	0.0868982420052661	0.0977200056805671	0.0026793914827829834	tsd	ratio	10	Nacional	nacional	Mensual	0	1	111
22833	18198965.0000057	0.0895481565203907	0.0039915596858759	0.0817244285446474	0.0973718844961341	0.003916543013527569	tsd	ratio	10	Nacional	13_ciudad	Mensual	0	2	112
69133	51182479.8866237	23081780.6128739	219375.379448787	22651805.2420426	23511755.9837051	128723.8304809195	tot_pob	total	10	Nacional	nacional	Mensual	0	1	113
27936	22484608.0000075	11055404.4949586	162338.05979563	10737213.9579236	11373595.0319937	79543.66864214775	tot_pob	total	10	Nacional	13_ciudad	Mensual	0	2	114
69133	51182479.8866237	2347339.82799236	72967.85722801	2204322.95185427	2490356.70413046	70063.2881766257	tot_deso	total	10	Nacional	nacional	Mensual	0	1	115
27936	22484608.0000075	1087362.38956603	50446.8633861884	988484.070009949	1186240.70912212	48717.10513417803	tot_deso	total	10	Nacional	13_ciudad	Mensual	0	2	116
69133	51182479.8866237	0.640329468421458	0.00354676484538488	0.633377815353199	0.647281121489716	0.0031879540410782183	tgp	ratio	10	Nacional	nacional	Mensual	0	1	117
27936	22484608.0000075	0.667222937376983	0.00524493302431964	0.656942612123482	0.677503262630483	0.004152808447657549	tgp	ratio	10	Nacional	13_ciudad	Mensual	0	2	118
54368	39712556.8866199	14283436.4457537	159099.652206152	13971599.9151076	14595272.9763998	126601.80620819623	pffl	total	10	Nacional	nacional	Mensual	0	1	119
22833	18198965.0000057	6056198.11548098	110266.823561251	5840067.65516364	6272328.57579833	75576.8155906249	pffl	total	10	Nacional	13_ciudad	Mensual	0	2	120
70305	51226940.0000089	0.583113009314244	0.00356753748218294	0.576120643954044	0.590105374674445	0.003293609815023625	prob	ratio	11	Nacional	nacional	Mensual	0	1	121
27969	22503629.0000065	0.614343826338055	0.0052722771320128	0.604009905824423	0.624677746851686	0.004991489893965587	prob	ratio	11	Nacional	13_ciudad	Mensual	0	2	122
55240	39761659.0000083	0.0900738615722237	0.00253228800162759	0.0851105595376159	0.0950371636068315	0.002500774246009892	tsd	ratio	11	Nacional	nacional	Mensual	0	1	123
22840	18220487.0000057	0.0865548780768202	0.00362361762272256	0.0794523416402595	0.093657414513381	0.0038926709948037515	tsd	ratio	11	Nacional	13_ciudad	Mensual	0	2	124
70305	51226940.0000089	23185540.6348217	211315.863038412	22771362.0233424	23599719.2463009	130959.39034402392	tot_pob	total	11	Nacional	nacional	Mensual	0	1	125
27969	22503629.0000065	11193643.7013263	157498.635760985	10884938.6878745	11502348.714778	90947.37672363057	tot_pob	total	11	Nacional	13_ciudad	Mensual	0	2	126
70305	51226940.0000089	2295143.62696139	66641.0282308689	2164527.36302671	2425759.89089606	64304.41519224117	tot_deso	total	11	Nacional	nacional	Mensual	0	1	127
27969	22503629.0000065	1060670.68787209	45917.8129079226	970669.533367308	1150671.84237686	47823.79922179663	tot_deso	total	11	Nacional	13_ciudad	Mensual	0	2	128
